,index,Fecha,NÂ° de contagios,Masculino,Femenino,LIMA,ANCASH,PIURA,CALLAO,CAJAMARCA,LA LIBERTAD,LORETO,SAN MARTIN,ICA,AYACUCHO,LAMBAYEQUE,PUNO,UCAYALI,AREQUIPA,AMAZONAS,APURIMAC,CUSCO,HUANCAVELICA,HUANUCO,JUNIN,TACNA,PASCO,MOQUEGUA,TUMBES,MADRE DE DIOS,R0_por_dia,R0_LIMA,R0_ANCASH,R0_PIURA,R0_CALLAO,R0_CAJAMARCA,R0_LA LIBERTAD,R0_LORETO,R0_SAN MARTIN,R0_ICA,R0_AYACUCHO,R0_LAMBAYEQUE,R0_PUNO,R0_UCAYALI,R0_AREQUIPA,R0_AMAZONAS,R0_APURIMAC,R0_CUSCO,R0_HUANCAVELICA,R0_HUANUCO,R0_JUNIN,R0_TACNA,R0_PASCO,R0_MOQUEGUA,R0_TUMBES,R0_MADRE DE DIOS
59,59,2020-05-04,3800,2194,1606,2324,97,211,196,14,120,133,7,62,27,306,7,91,50,26,6,7,2,7,44,5,20,12,21,5,2.037533512064343,1.9159109645507009,3.88,2.511904761904762,2.0631578947368423,1.0769230769230769,2.4,5.782608695652174,0.35,2.2142857142857144,13.5,2.33587786259542,7.0,0.9680851063829788,7.142857142857142,13.0,inf,3.5,0.3333333333333333,1.75,0.9166666666666666,1.25,10.0,inf,1.9090909090909087,inf
60,60,2020-05-05,3784,2195,1589,2372,120,208,270,14,151,57,11,37,16,223,8,59,57,12,3,24,34,4,60,9,8,13,10,4,0.9957894736842106,1.0206540447504302,1.2371134020618555,0.985781990521327,1.3775510204081634,1.0,1.2583333333333333,0.42857142857142855,1.5714285714285714,0.5967741935483871,0.5925925925925926,0.7287581699346405,1.1428571428571428,0.6483516483516484,1.14,0.4615384615384616,0.5,3.4285714285714284,17.0,0.5714285714285714,1.3636363636363635,1.8,0.4,1.0833333333333333,0.4761904761904762,0.8
61,61,2020-05-06,3587,2115,1472,2242,74,205,248,10,112,110,31,60,20,163,4,81,56,11,1,50,2,11,57,5,9,5,14,6,0.947938689217759,0.945193929173693,0.6166666666666667,0.9855769230769232,0.9185185185185184,0.7142857142857143,0.7417218543046358,1.9298245614035088,2.8181818181818183,1.6216216216216215,1.25,0.7309417040358744,0.5,1.3728813559322033,0.9824561403508772,0.9166666666666666,0.3333333333333333,2.083333333333333,0.05882352941176471,2.75,0.95,0.5555555555555556,1.125,0.38461538461538464,1.4,1.5
62,62,2020-05-07,3598,2147,1451,2379,78,146,329,8,54,76,61,76,13,151,3,12,47,9,0,48,5,12,63,1,7,4,14,2,1.0030666294954,1.0611061552185548,1.054054054054054,0.7121951219512195,1.3266129032258065,0.8,0.4821428571428572,0.6909090909090909,1.9677419354838708,1.2666666666666666,0.65,0.9263803680981596,0.75,0.14814814814814814,0.8392857142857143,0.8181818181818182,0.0,0.96,2.5,1.0909090909090908,1.1052631578947372,0.2,0.7777777777777778,0.8,1.0,0.3333333333333333
63,63,2020-05-08,3314,1940,1374,2051,53,145,222,11,72,126,50,97,24,150,1,101,39,19,0,48,13,5,41,5,2,23,11,5,0.9210672595886604,0.8621269440941572,0.6794871794871795,0.9931506849315068,0.6747720364741642,1.375,1.3333333333333333,1.6578947368421053,0.819672131147541,1.2763157894736843,1.8461538461538465,0.9933774834437086,0.3333333333333333,8.416666666666666,0.8297872340425532,2.1111111111111107,,1.0,2.6,0.4166666666666667,0.6507936507936508,5.0,0.2857142857142857,5.75,0.7857142857142857,2.5
64,64,2020-05-09,2459,1458,1001,1412,69,89,185,6,79,105,28,37,9,67,5,190,59,4,1,11,5,13,35,8,6,2,21,13,0.7420036210018105,0.6884446611409069,1.30188679245283,0.6137931034482759,0.8333333333333334,0.5454545454545454,1.0972222222222223,0.8333333333333334,0.56,0.38144329896907214,0.375,0.44666666666666666,5.0,1.8811881188118809,1.5128205128205128,0.21052631578947367,inf,0.22916666666666666,0.38461538461538464,2.6,0.8536585365853658,1.6,3.0,0.08695652173913042,1.9090909090909087,2.6
65,65,2020-05-10,930,515,415,595,11,38,42,2,37,51,14,12,2,27,1,47,25,0,0,2,1,2,17,0,2,0,2,0,0.3782025213501423,0.4213881019830028,0.15942028985507245,0.42696629213483145,0.22702702702702704,0.3333333333333333,0.4683544303797468,0.4857142857142857,0.5,0.32432432432432434,0.2222222222222222,0.4029850746268657,0.2,0.2473684210526316,0.42372881355932196,0.0,0.0,0.18181818181818185,0.2,0.15384615384615385,0.4857142857142857,0.0,0.3333333333333333,0.0,0.09523809523809523,0.0
66,66,2020-05-11,3515,2241,1274,2300,121,151,209,13,57,189,8,42,14,127,3,46,51,12,3,55,1,16,44,1,3,3,30,16,3.7795698924731194,3.865546218487395,11.0,3.9736842105263164,4.976190476190476,6.5,1.5405405405405406,3.7058823529411766,0.5714285714285714,3.5,7.0,4.703703703703703,3.0,0.9787234042553192,2.04,inf,inf,27.5,1.0,8.0,2.588235294117647,inf,1.5,inf,15.0,inf
67,67,2020-05-12,4315,2619,1696,2926,101,132,316,22,103,118,12,94,17,129,4,84,104,11,3,33,1,13,38,3,9,2,29,11,1.2275960170697011,1.2721739130434782,0.8347107438016529,0.8741721854304636,1.5119617224880382,1.6923076923076923,1.8070175438596487,0.6243386243386243,1.5,2.238095238095238,1.2142857142857142,1.015748031496063,1.3333333333333333,1.826086956521739,2.0392156862745097,0.9166666666666666,1.0,0.6,1.0,0.8125,0.8636363636363636,3.0,3.0,0.6666666666666666,0.9666666666666668,0.6875
68,68,2020-05-13,4430,2703,1727,2811,152,115,351,3,72,153,29,73,19,164,1,109,112,8,2,47,5,62,74,4,8,6,36,14,1.0266512166859791,0.9606971975393028,1.504950495049505,0.8712121212121212,1.110759493670886,0.13636363636363635,0.6990291262135923,1.2966101694915255,2.4166666666666665,0.7765957446808509,1.1176470588235294,1.2713178294573644,0.25,1.2976190476190477,1.0769230769230769,0.7272727272727273,0.6666666666666666,1.4242424242424243,5.0,4.769230769230768,1.947368421052632,1.3333333333333333,0.8888888888888888,3.0,1.2413793103448276,1.2727272727272727
69,69,2020-05-14,3707,2186,1521,2138,179,135,325,12,83,133,38,84,12,180,1,110,121,3,2,31,12,26,29,6,12,4,23,8,0.8367945823927765,0.7605834222696549,1.1776315789473684,1.173913043478261,0.925925925925926,4.0,1.1527777777777777,0.8692810457516341,1.3103448275862069,1.1506849315068493,0.631578947368421,1.0975609756097562,1.0,1.0091743119266054,1.0803571428571428,0.375,1.0,0.6595744680851063,2.4,0.41935483870967744,0.3918918918918919,1.5,1.5,0.6666666666666666,0.6388888888888888,0.5714285714285714
70,70,2020-05-15,4266,2654,1612,2420,166,99,310,20,210,237,21,102,47,259,7,104,96,23,3,6,5,23,48,10,7,1,38,4,1.1507957917453466,1.1318989710009355,0.9273743016759776,0.7333333333333333,0.953846153846154,1.6666666666666667,2.5301204819277108,1.781954887218045,0.5526315789473685,1.2142857142857142,3.9166666666666665,1.4388888888888889,7.0,0.9454545454545454,0.7933884297520661,7.666666666666668,1.5,0.1935483870967742,0.4166666666666667,0.8846153846153846,1.6551724137931034,1.6666666666666667,0.5833333333333334,0.25,1.6521739130434785,0.5
71,71,2020-05-16,4110,2558,1552,2396,103,58,215,13,145,156,54,118,39,134,1,407,85,32,0,10,5,8,43,5,15,13,36,19,0.9634317862165964,0.9900826446280993,0.6204819277108434,0.5858585858585859,0.6935483870967742,0.65,0.6904761904761905,0.6582278481012658,2.571428571428572,1.156862745098039,0.8297872340425532,0.5173745173745173,0.14285714285714285,3.9134615384615374,0.8854166666666666,1.391304347826087,0.0,1.6666666666666667,1.0,0.3478260869565217,0.8958333333333334,0.5,2.142857142857143,13.0,0.9473684210526316,4.75
72,72,2020-05-17,1792,1028,764,1308,49,50,108,2,6,77,19,34,8,26,0,52,8,1,2,0,9,5,8,0,6,0,14,0,0.4360097323600973,0.5459098497495827,0.4757281553398058,0.8620689655172413,0.5023255813953489,0.15384615384615385,0.04137931034482759,0.4935897435897436,0.35185185185185186,0.288135593220339,0.20512820512820512,0.19402985074626866,0.0,0.12776412776412774,0.09411764705882353,0.03125,inf,0.0,1.8,0.625,0.18604651162790695,0.0,0.4,0.0,0.3888888888888889,0.0
73,73,2020-05-18,5096,3231,1865,3098,96,181,236,18,120,165,92,182,15,224,5,354,86,18,4,6,6,17,98,17,8,9,24,17,2.84375,2.368501529051988,1.959183673469388,3.62,2.185185185185185,9.0,20.0,2.142857142857143,4.842105263157895,5.352941176470588,1.875,8.615384615384615,inf,6.807692307692308,10.75,18.0,2.0,inf,0.6666666666666666,3.4,12.25,inf,1.3333333333333333,inf,1.7142857142857142,inf
74,74,2020-05-19,5089,3049,2040,2812,281,262,382,28,133,253,89,88,16,218,4,140,122,30,2,39,16,20,39,12,15,39,40,9,0.9986263736263736,0.907682375726275,2.927083333333333,1.4475138121546962,1.61864406779661,1.5555555555555556,1.1083333333333334,1.5333333333333334,0.9673913043478259,0.4835164835164835,1.0666666666666669,0.9732142857142856,0.8,0.3954802259887006,1.4186046511627908,1.6666666666666667,0.5,6.5,2.6666666666666665,1.1764705882352942,0.3979591836734694,0.7058823529411765,1.875,4.333333333333333,1.6666666666666667,0.5294117647058824
75,75,2020-05-20,5193,3149,2044,2979,125,377,349,24,142,195,41,99,17,134,6,317,156,10,0,31,10,17,45,8,19,60,27,5,1.0204362350167029,1.0593883357041252,0.4448398576512456,1.4389312977099236,0.9136125654450262,0.8571428571428571,1.0676691729323309,0.7707509881422925,0.4606741573033708,1.125,1.0625,0.6146788990825688,1.5,2.2642857142857142,1.278688524590164,0.3333333333333333,0.0,0.7948717948717948,0.625,0.85,1.1538461538461535,0.6666666666666666,1.2666666666666666,1.5384615384615383,0.675,0.5555555555555556
76,76,2020-05-21,5378,3198,2180,2990,134,343,382,19,267,201,43,172,19,165,22,160,144,54,5,39,17,9,38,30,31,49,35,10,1.0356248796456768,1.0036925142665325,1.072,0.9098143236074272,1.0945558739255017,0.7916666666666666,1.8802816901408448,1.0307692307692309,1.0487804878048779,1.7373737373737377,1.1176470588235294,1.2313432835820894,3.6666666666666665,0.5047318611987381,0.9230769230769232,5.4,inf,1.2580645161290325,1.7,0.5294117647058824,0.8444444444444444,3.75,1.631578947368421,0.8166666666666667,1.2962962962962965,2.0
77,77,2020-05-22,6044,3654,2390,3431,175,476,428,29,234,152,26,94,40,156,13,187,197,25,13,43,24,36,54,28,42,60,41,40,1.1238378579397543,1.1474916387959866,1.3059701492537314,1.3877551020408163,1.1204188481675392,1.5263157894736843,0.8764044943820225,0.7562189054726368,0.6046511627906976,0.5465116279069767,2.1052631578947367,0.9454545454545454,0.5909090909090909,1.16875,1.3680555555555556,0.462962962962963,2.6,1.1025641025641026,1.4117647058823528,4.0,1.4210526315789471,0.9333333333333332,1.3548387096774193,1.2244897959183674,1.1714285714285717,4.0
78,78,2020-05-23,5308,3207,2101,3030,140,534,346,41,186,147,18,78,31,199,6,125,146,7,8,32,6,22,37,43,36,35,29,26,0.8782263401720715,0.8831244535120956,0.8,1.1218487394957983,0.8084112149532711,1.4137931034482758,0.7948717948717948,0.9671052631578948,0.6923076923076923,0.8297872340425532,0.775,1.2756410256410255,0.4615384615384616,0.6684491978609626,0.7411167512690355,0.28,0.6153846153846154,0.7441860465116279,0.25,0.6111111111111112,0.6851851851851852,1.5357142857142858,0.8571428571428571,0.5833333333333334,0.7073170731707317,0.65
79,79,2020-05-24,1790,1000,790,981,52,200,72,7,68,96,15,20,6,96,2,36,35,4,0,6,7,7,21,2,25,18,14,0,0.3372268274302939,0.3237623762376238,0.37142857142857133,0.3745318352059925,0.20809248554913296,0.17073170731707318,0.3655913978494624,0.6530612244897959,0.8333333333333334,0.2564102564102564,0.1935483870967742,0.4824120603015075,0.3333333333333333,0.28800000000000003,0.23972602739726026,0.5714285714285714,0.0,0.1875,1.1666666666666667,0.3181818181818182,0.5675675675675675,0.04651162790697674,0.6944444444444444,0.5142857142857142,0.4827586206896552,0.0
80,80,2020-05-25,6869,3994,2875,4113,178,470,409,31,269,128,24,247,25,320,16,66,192,49,21,51,12,30,51,37,15,32,44,39,3.837430167597765,4.192660550458716,3.4230769230769234,2.35,5.6805555555555545,4.428571428571429,3.9558823529411766,1.3333333333333333,1.6,12.35,4.166666666666667,3.333333333333333,8.0,1.8333333333333333,5.485714285714287,12.25,inf,8.5,1.7142857142857142,4.285714285714286,2.4285714285714284,18.5,0.6,1.7777777777777777,3.1428571428571432,inf
81,81,2020-05-26,6819,3983,2836,4063,186,411,496,31,182,188,62,168,23,460,0,180,129,21,2,30,9,21,53,6,13,27,37,21,0.9927209200757025,0.9878434232920008,1.0449438202247192,0.874468085106383,1.212713936430318,1.0,0.6765799256505576,1.46875,2.583333333333333,0.680161943319838,0.92,1.4375,0.0,2.727272727272727,0.671875,0.42857142857142855,0.09523809523809523,0.5882352941176471,0.75,0.7,1.03921568627451,0.16216216216216214,0.8666666666666667,0.84375,0.8409090909090909,0.5384615384615384
82,82,2020-05-27,7294,4192,3102,4251,225,456,511,19,181,140,65,210,52,508,16,161,184,16,8,37,14,32,82,7,25,39,28,27,1.0696583076697463,1.0462712281565345,1.2096774193548387,1.1094890510948905,1.030241935483871,0.6129032258064516,0.9945054945054944,0.7446808510638298,1.0483870967741935,1.25,2.260869565217391,1.1043478260869566,inf,0.8944444444444445,1.426356589147287,0.7619047619047619,4.0,1.2333333333333334,1.5555555555555556,1.5238095238095235,1.5471698113207548,1.1666666666666667,1.9230769230769231,1.4444444444444444,0.7567567567567568,1.2857142857142858
83,83,2020-05-28,6374,3739,2635,3558,241,356,510,32,307,77,65,132,28,315,13,208,186,24,9,46,10,23,67,31,22,17,44,53,0.873868933369893,0.8369795342272407,1.0711111111111111,0.7807017543859649,0.9980430528375732,1.6842105263157894,1.6961325966850829,0.55,1.0,0.6285714285714286,0.5384615384615384,0.6200787401574803,0.8125,1.291925465838509,1.0108695652173914,1.5,1.125,1.2432432432432432,0.7142857142857143,0.71875,0.8170731707317073,4.428571428571429,0.88,0.4358974358974359,1.5714285714285714,1.9629629629629632
84,84,2020-05-29,5624,3294,2330,3207,174,266,358,20,160,181,51,296,16,242,24,171,165,10,9,57,11,33,68,10,4,16,23,52,0.8823344838406024,0.9013490725126476,0.7219917012448133,0.7471910112359551,0.7019607843137254,0.625,0.5211726384364821,2.3506493506493507,0.7846153846153846,2.2424242424242418,0.5714285714285714,0.7682539682539683,1.8461538461538465,0.8221153846153846,0.8870967741935484,0.4166666666666667,1.0,1.2391304347826086,1.1,1.4347826086956519,1.0149253731343284,0.3225806451612903,0.18181818181818185,0.9411764705882352,0.5227272727272727,0.981132075471698
85,85,2020-05-30,4535,2635,1900,2618,142,213,250,15,173,103,63,108,42,325,10,206,86,12,9,19,11,10,46,18,12,11,10,23,0.8063655761024182,0.8163392578734019,0.8160919540229885,0.8007518796992481,0.6983240223463687,0.75,1.08125,0.569060773480663,1.2352941176470589,0.3648648648648649,2.625,1.3429752066115703,0.4166666666666667,1.2046783625730997,0.5212121212121212,1.2,1.0,0.3333333333333333,1.0,0.30303030303030304,0.6764705882352942,1.8,3.0,0.6875,0.43478260869565216,0.4423076923076923
86,86,2020-05-31,2248,1236,1012,1405,34,25,142,5,100,278,39,28,4,60,0,50,20,12,3,1,3,9,15,0,3,1,10,1,0.4957001102535832,0.5366692131398014,0.23943661971830985,0.11737089201877934,0.568,0.3333333333333333,0.5780346820809249,2.6990291262135924,0.6190476190476191,0.25925925925925924,0.09523809523809523,0.18461538461538465,0.0,0.2427184466019417,0.2325581395348837,1.0,0.3333333333333333,0.05263157894736842,0.2727272727272727,0.9,0.32608695652173914,0.0,0.25,0.09090909090909093,1.0,0.043478260869565216
87,87,2020-06-01,3903,2146,1757,1926,134,442,169,31,224,141,90,160,32,131,6,110,60,13,6,22,12,18,46,14,33,8,41,34,1.7362099644128113,1.3708185053380784,3.941176470588236,17.68,1.1901408450704225,6.2,2.24,0.5071942446043165,2.3076923076923075,5.7142857142857135,8.0,2.183333333333333,inf,2.2,3.0,1.0833333333333333,2.0,22.0,4.0,2.0,3.066666666666667,inf,11.0,8.0,4.1,34.0
88,88,2020-06-02,3358,1795,1563,1759,127,276,173,19,96,123,98,168,13,144,12,36,97,11,13,23,5,27,51,15,9,10,29,24,0.8603638227004868,0.9132917964693664,0.9477611940298508,0.6244343891402715,1.0236686390532543,0.6129032258064516,0.42857142857142855,0.8723404255319149,1.0888888888888888,1.05,0.40625,1.0992366412213739,2.0,0.3272727272727273,1.6166666666666667,0.8461538461538461,2.1666666666666665,1.0454545454545454,0.4166666666666667,1.5,1.108695652173913,1.0714285714285714,0.2727272727272727,1.25,0.7073170731707317,0.7058823529411765
89,89,2020-06-03,2096,1200,896,861,106,186,140,28,89,59,59,90,17,118,18,38,42,19,11,11,27,27,37,12,33,13,27,28,0.6241810601548541,0.4894826606026152,0.8346456692913385,0.6739130434782609,0.8092485549132948,1.4736842105263157,0.9270833333333334,0.4796747967479675,0.6020408163265306,0.5357142857142857,1.3076923076923077,0.8194444444444444,1.5,1.0555555555555556,0.4329896907216495,1.7272727272727273,0.8461538461538461,0.4782608695652174,5.4,1.0,0.7254901960784313,0.8,3.6666666666666665,1.3,0.9310344827586208,1.1666666666666667
90,90,2020-06-04,3551,1916,1635,1798,104,383,187,16,149,132,61,77,35,158,26,35,50,24,18,14,12,75,21,14,29,22,25,86,1.6941793893129768,2.0882694541231133,0.981132075471698,2.0591397849462365,1.3357142857142856,0.5714285714285714,1.6741573033707866,2.23728813559322,1.0338983050847457,0.8555555555555555,2.0588235294117645,1.3389830508474576,1.4444444444444444,0.9210526315789472,1.1904761904761905,1.263157894736842,1.6363636363636365,1.2727272727272727,0.4444444444444444,2.7777777777777777,0.5675675675675675,1.1666666666666667,0.8787878787878788,1.6923076923076923,0.925925925925926,3.071428571428572
91,91,2020-06-05,4161,2269,1892,2596,68,295,227,28,111,121,65,75,17,78,7,146,115,25,11,17,4,36,15,19,12,4,49,20,1.1717825964517037,1.4438264738598443,0.6538461538461539,0.7702349869451697,1.213903743315508,1.75,0.7449664429530202,0.9166666666666666,1.0655737704918034,0.9740259740259741,0.4857142857142857,0.4936708860759494,0.2692307692307692,4.171428571428572,2.3,1.0416666666666667,0.6111111111111112,1.2142857142857142,0.3333333333333333,0.48,0.7142857142857143,1.3571428571428572,0.4137931034482759,0.18181818181818185,1.96,0.2325581395348837
92,92,2020-06-06,3871,2179,1692,2366,110,195,219,34,134,26,61,126,28,136,7,104,126,11,13,40,11,12,43,15,8,2,23,21,0.9303052150925258,0.911402157164869,1.6176470588235294,0.6610169491525424,0.9647577092511012,1.2142857142857142,1.207207207207207,0.21487603305785125,0.9384615384615383,1.68,1.6470588235294117,1.7435897435897436,1.0,0.7123287671232876,1.0956521739130434,0.44,1.181818181818182,2.3529411764705883,2.75,0.3333333333333333,2.8666666666666667,0.7894736842105263,0.6666666666666666,0.5,0.4693877551020408,1.05
93,93,2020-06-07,2305,1285,1020,1619,93,28,82,7,42,9,52,60,10,109,2,42,27,5,5,20,13,12,39,3,11,2,8,5,0.5954533712219064,0.6842772612003382,0.8454545454545455,0.14358974358974358,0.3744292237442922,0.2058823529411765,0.31343283582089554,0.3461538461538461,0.8524590163934426,0.4761904761904762,0.35714285714285715,0.8014705882352942,0.2857142857142857,0.40384615384615385,0.21428571428571427,0.4545454545454545,0.38461538461538464,0.5,1.181818181818182,1.0,0.9069767441860463,0.2,1.375,1.0,0.3478260869565217,0.2380952380952381
94,94,2020-06-08,2624,1426,1198,1496,62,78,192,23,140,31,55,129,33,74,3,78,60,23,3,7,7,14,45,9,8,2,18,34,1.138394793926247,0.9240271772699196,0.6666666666666666,2.7857142857142856,2.341463414634146,3.2857142857142856,3.333333333333333,3.4444444444444446,1.0576923076923077,2.15,3.3,0.6788990825688074,1.5,1.8571428571428568,2.2222222222222223,4.6,0.6,0.35,0.5384615384615384,1.1666666666666667,1.1538461538461535,3.0,0.7272727272727273,1.0,2.25,6.8
